City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
461,Mbinga,TZ,-10.9333,35.0167,60.26,93,91,0.67,overcast clouds
462,Beloha,MG,-25.1667,45.05,73.15,85,79,12.06,broken clouds
463,Isangel,VU,-19.55,169.2667,77.11,83,73,6.91,broken clouds
464,Margate,GB,51.3813,1.3862,46.9,90,79,1.99,broken clouds
465,Gilbues,BR,-9.8317,-45.3439,81.57,69,100,5.35,overcast clouds
466,Channel-Port Aux Basques,CA,47.5702,-59.1367,45.9,93,100,48.09,moderate rain
467,Calama,CL,-22.4667,-68.9333,70.29,10,0,24.16,clear sky
468,Talnakh,RU,69.4865,88.3972,1.6,99,100,2.01,overcast clouds
469,Baykalsk,RU,51.5058,104.1469,6.53,90,100,17.47,light snow
470,Rondonopolis,BR,-16.4708,-54.6356,95.76,30,87,6.22,overcast clouds
471,Samarai,PG,-10.6167,150.6667,80.89,78,100,4.81,overcast clouds
472,Moree,AU,-29.4667,149.85,59.65,66,2,4.85,clear sky
473,Caravelas,BR,-17.7125,-39.2481,80.46,76,100,9.28,overcast clouds
474,Lulea,SE,65.5842,22.1547,28.47,100,75,2.3,broken clouds
475,Minab,IR,27.1467,57.0801,74.57,64,46,1.66,scattered clouds
476,Gazojak,TM,41.1875,61.4036,30.58,57,88,7.2,overcast clouds
477,Codrington,AU,-38.2667,141.9667,44.96,94,2,6.58,clear sky
478,Qandala,SO,11.472,49.8728,77.94,75,10,7.27,clear sky
479,Pinhao,BR,-25.6956,-51.6597,76.19,64,38,6.82,scattered clouds
480,Buala,SB,-8.145,159.5921,79.36,85,99,6.15,light rain
481,Soe,ID,-9.8607,124.284,65.71,89,100,3.27,overcast clouds
482,Altay,CN,47.8667,88.1167,5.67,58,94,5.03,overcast clouds
483,Tuntum,BR,-5.2581,-44.6489,88.23,56,91,4.03,overcast clouds
484,Pandan,PH,14.0453,124.1694,80.56,83,96,16.11,overcast clouds
485,Batagay-Alyta,RU,67.8006,130.4114,-15.72,99,100,2.24,overcast clouds
486,Khabary,RU,53.6259,79.5345,-4.94,88,9,8.5,clear sky
487,Fez,MA,34.0372,-4.9998,52.05,76,75,4.61,light rain
488,Broome,US,42.2506,-75.833,37.56,58,75,14.97,broken clouds
489,Christchurch,NZ,-43.5333,172.6333,49.41,87,100,3.44,overcast clouds
490,Saint George,US,37.1041,-113.5841,47.43,42,0,3.44,clear sky
491,Krasnoarmeysk,RU,51.0239,45.6969,21.7,74,13,5.1,few clouds
492,Mangai,CD,-4.05,19.5333,71.89,88,93,2.08,overcast clouds
493,Ola,RU,59.5833,151.2833,20.71,66,100,14.27,light snow
494,Oyo,NG,7.85,3.9333,81.37,57,94,3.87,overcast clouds
495,Hunfeld,DE,50.6797,9.7673,37.72,98,95,7.72,overcast clouds
496,George,ZA,-33.963,22.4617,65.75,82,75,5.75,broken clouds
497,Nome,US,64.5011,-165.4064,21.27,93,100,10.36,overcast clouds
498,Grindavik,IS,63.8424,-22.4338,42.75,81,75,24.16,broken clouds
499,Eucaliptus,BO,-17.5833,-67.5167,61.21,8,0,5.06,clear sky
500,Papara,BR,-3.9839,-38.7273,84.96,89,91,11.68,heavy intensity rain
501,Dapaong,TG,10.8639,0.205,84.15,19,74,3.74,broken clouds
502,Iwanai,JP,42.9744,140.5089,22.86,82,100,13.67,light snow
503,Bahir Dar,ET,11.5936,37.3908,64.94,40,90,3.76,overcast clouds
504,Kargasok,RU,59.0556,80.8572,-8.54,97,46,7.78,scattered clouds
505,Hearst,CA,49.6835,-83.6665,17.85,70,98,10.25,overcast clouds
506,Canutama,BR,-6.5339,-64.3831,93.07,48,98,3.69,overcast clouds
507,Mineiros,BR,-17.5694,-52.5511,88.63,31,79,9.35,broken clouds
508,Limbang,MY,4.75,115.0,75.31,98,100,2.28,overcast clouds
509,Dovolnoye,RU,54.4958,79.6671,-6.68,93,9,6.67,clear sky
510,Svetlogorsk,BY,52.6333,29.7333,16.65,92,48,6.62,scattered clouds
511,Kieta,PG,-6.2167,155.6333,78.21,85,100,2.3,overcast clouds
512,Ketchikan,US,55.3422,-131.6461,21.67,68,100,0.0,overcast clouds
513,Kupang,ID,-10.1667,123.5833,78.04,85,85,3.2,overcast clouds
514,Thunder Bay,CA,48.4001,-89.3168,19.38,68,100,5.75,overcast clouds
515,Nova Paka,CZ,50.4945,15.515,36.39,77,78,5.26,broken clouds
516,Bintulu,MY,3.1667,113.0333,73.81,100,40,5.75,moderate rain
517,Empangeni,ZA,-28.762,31.8933,70.18,79,63,10.6,broken clouds
518,Hohhot,CN,40.8106,111.6522,-1.91,65,0,4.47,clear sky
519,Narasannapeta,IN,18.4167,84.05,73.29,80,0,5.84,clear sky
520,Curup,ID,-3.4667,102.5333,66.16,98,100,1.39,moderate rain
521,Sao Carlos,BR,-22.0175,-47.8908,85.77,38,98,6.33,overcast clouds
522,Nyzhni Sirohozy,UA,46.8484,34.3804,38.26,66,100,16.2,overcast clouds
523,Oranjestad,AW,12.524,-70.027,84.9,72,40,14.97,scattered clouds
524,San Rafael,AR,-34.6177,-68.3301,81.57,21,11,8.32,few clouds
525,Groa,NO,62.65,8.7167,32.77,81,7,7.78,clear sky
526,Pangai,TO,-19.8,-174.35,80.71,78,75,8.05,broken clouds
527,Atambua,ID,-9.1061,124.8925,73.42,87,91,2.55,overcast clouds
528,Ulety,RU,51.3572,112.4849,2.62,82,100,13.94,overcast clouds
529,Tuy Hoa,VN,13.0833,109.3,74.97,92,100,3.98,overcast clouds
530,Sinnamary,GF,5.3833,-52.95,82.26,72,99,12.33,overcast clouds
531,Zeya,RU,53.75,127.2667,-27.38,96,59,2.15,broken clouds
532,Srandakan,ID,-7.9386,110.2506,77.23,79,100,2.04,overcast clouds
533,Sayyan,YE,15.1718,44.3244,52.36,36,0,3.98,clear sky
534,Makaha,US,21.4694,-158.2175,77.05,64,0,5.75,clear sky
535,Indianola,US,41.3581,-93.5574,41.49,45,29,11.99,scattered clouds
536,Akureyri,IS,65.6835,-18.0878,40.93,65,0,12.66,clear sky
537,Sokolo,ML,14.7328,-6.1219,86.76,13,17,5.55,few clouds
538,Pringsewu,ID,-5.3582,104.9744,73.74,87,98,6.4,overcast clouds
539,Campos Belos,BR,-13.0367,-46.7717,84.43,54,84,2.37,broken clouds
540,Bellavista,PE,-7.0561,-76.5911,94.48,55,20,4.61,few clouds
541,Capoterra,IT,39.1763,8.9718,54.54,84,40,4.61,light rain
542,Cairns,AU,-16.9167,145.7667,76.95,73,95,8.05,overcast clouds
543,Teknaf,BD,20.8624,92.3058,73.51,71,1,9.55,clear sky
544,Upata,VE,8.0086,-62.3989,85.19,42,14,3.8,few clouds
545,Crotone,IT,39.0851,17.1178,56.19,71,40,3.44,scattered clouds
546,Mezhdurechensk,RU,53.6942,88.0603,-5.91,99,74,0.81,broken clouds
547,Ust-Maya,RU,60.4167,134.5333,-23.42,99,100,0.07,overcast clouds
548,Brewster,US,41.3973,-73.6171,41.88,53,20,13.8,few clouds
549,Kaithal,IN,29.8,76.3833,63.01,28,75,2.15,broken clouds
550,Qaqortoq,GL,60.7167,-46.0333,12.11,84,5,3.56,clear sky
551,Jumla,NP,29.2747,82.1838,41.77,35,3,5.14,clear sky
552,Baherden,TM,38.4362,57.4316,44.37,56,100,7.36,overcast clouds
553,Casa Nova,BR,-9.4167,-41.1333,83.05,56,100,3.33,overcast clouds
554,Labuhan,ID,-6.8844,112.2051,77.22,80,100,7.85,light rain
555,Carlos Antonio Lopez,PY,-26.4,-54.7667,89.87,39,43,1.52,scattered clouds
556,Saldanha,ZA,-33.0117,17.9442,66.25,87,63,14.81,broken clouds
557,Sambava,MG,-14.2667,50.1667,75.63,86,12,3.8,light rain
558,Zaysan,KZ,47.4667,84.8667,9.09,97,100,2.39,light snow
559,Pangody,RU,65.85,74.4859,-8.86,95,96,8.99,overcast clouds
560,Lucapa,AO,-8.4192,20.7447,67.69,96,95,2.77,moderate rain
561,Itarema,BR,-2.9248,-39.9167,85.19,59,60,16.49,broken clouds
562,Innisfail,AU,-17.5333,146.0333,72.81,86,98,5.14,overcast clouds
563,Mandi Bahauddin,PK,32.5834,73.4843,63.25,28,100,3.15,overcast clouds
564,Shenxian,CN,36.2411,115.6672,25.9,27,67,6.67,broken clouds
565,High Level,CA,58.5169,-117.136,-20.09,76,40,2.3,scattered clouds
566,Suntar,RU,62.1444,117.6319,-11.4,95,100,7.92,overcast clouds
567,Hurricane,US,37.1753,-113.2899,52.14,40,48,4.14,scattered clouds
568,Klyuchi,RU,52.2667,79.1667,-3.69,91,15,9.13,few clouds
569,Cap-Aux-Meules,CA,47.3821,-61.8597,39.25,81,75,24.16,broken clouds
570,Shimoda,JP,34.6667,138.95,51.84,79,87,10.56,overcast clouds
571,Golovchino,RU,50.5341,35.797,28.63,43,100,14.94,overcast clouds
572,Mayya,RU,61.7333,130.2811,-24.74,99,100,1.19,overcast clouds
573,Winnemucca,US,40.973,-117.7357,48.25,34,100,4.61,overcast clouds
574,Sampit,ID,-2.5333,112.95,73.8,98,99,2.01,overcast clouds
575,Cartagena,CO,10.3997,-75.5144,89.22,62,40,4.61,scattered clouds
576,Tautira,PF,-17.7333,-149.15,78.48,82,98,17.22,light rain
577,Eyl,SO,7.9803,49.8164,79.23,80,85,18.97,overcast clouds
578,Hede,CN,33.7681,120.2517,31.35,42,100,6.22,overcast clouds
579,Samarinda,ID,-0.5,117.15,72.59,99,94,2.01,overcast clouds
580,Sungaipenuh,ID,-2.0833,101.3833,64.72,98,100,1.48,overcast clouds
581,Mukilteo,US,47.9445,-122.3046,35.4,90,100,1.99,overcast clouds
582,Praya,CV,14.9215,-23.5087,77.54,61,20,19.57,few clouds
583,Mahibadhoo,MV,3.7833,72.9667,80.65,74,69,0.47,light rain
584,Nexo,DK,55.0607,15.1306,37.49,67,100,12.21,overcast clouds
585,Hervey Bay,AU,-25.2986,152.8535,64.83,83,99,17.13,overcast clouds
586,Alugan,PH,12.2188,125.4808,80.11,85,100,15.17,overcast clouds
587,Naryan-Mar,RU,67.6713,53.087,14.2,96,99,10.69,overcast clouds
588,Suileng,CN,47.25,127.0833,-8.68,94,38,7.49,scattered clouds
589,Lavrentiya,RU,65.5833,-171.0,30.07,92,100,12.3,light snow
590,San Borja,BO,-14.8167,-66.85,88.68,54,71,3.62,broken clouds
591,Ahuimanu,US,21.4447,-157.8378,76.86,78,75,10.36,broken clouds
592,Baghdad,IQ,33.3406,44.4009,60.71,77,0,4.61,clear sky
593,West Des Moines,US,41.572,-93.7453,41.45,40,20,21.0,few clouds
594,Tallahassee,US,30.4383,-84.2807,63.0,39,0,10.36,clear sky
595,Livingstone,ZM,-17.8419,25.8543,74.28,25,0,4.41,clear sky
596,Ahipara,NZ,-35.1667,173.1667,58.33,79,100,8.86,overcast clouds
597,Araouane,ML,18.9048,-3.5265,77.77,13,85,9.08,overcast clouds
598,Tashtyp,RU,52.7939,89.8983,-12.32,98,55,1.43,broken clouds
599,Smithers,CA,54.7804,-127.1743,-5.48,77,75,9.22,broken clouds
600,Aksarka,RU,66.5606,67.7975,-4.85,93,11,11.65,few clouds
601,Novyy Urengoy,RU,66.0833,76.6333,-5.91,90,87,9.4,overcast clouds
602,Porto Novo,BJ,6.4965,2.6036,82.22,74,91,6.58,overcast clouds
603,Mutoko,ZW,-17.397,32.2268,70.56,36,22,7.16,few clouds
604,Chilliwack,CA,49.1747,-121.9443,26.42,54,92,6.91,overcast clouds
605,Synya,RU,65.3718,58.0387,-6.5,99,44,6.04,scattered clouds
606,Tonantins,BR,-2.8731,-67.8022,82.62,78,84,4.12,broken clouds
607,Sokna,NO,60.24,9.9235,20.52,94,56,3.47,broken clouds
608,Torit,SS,4.4133,32.5678,80.76,40,93,4.85,overcast clouds
609,Carbonia,IT,39.1672,8.5222,52.45,82,100,3.69,light rain
610,Rawson,AR,-43.3002,-65.1023,80.76,21,0,23.22,clear sky
611,Husum,DE,54.4858,9.0524,43.14,88,99,3.78,overcast clouds
612,Manbij,SY,36.5281,37.9549,55.89,77,63,4.05,broken clouds
613,Santa Maria,BR,-29.6842,-53.8069,92.5,33,75,6.91,broken clouds
614,San Joaquin,US,37.9333,-121.3011,53.85,86,100,18.41,moderate rain
615,Eenhana,NA,-17.4667,16.3333,86.95,18,32,6.35,scattered clouds
616,Amuntai,ID,-2.4177,115.2494,73.83,97,100,0.89,overcast clouds
617,Yomou,GN,7.5603,-9.2653,77.99,74,84,3.13,broken clouds
618,Ilebo,CD,-4.3167,20.5833,70.72,98,99,2.24,overcast clouds
619,Diapaga,BF,12.0708,1.7889,83.71,17,59,1.48,broken clouds
620,Ust-Tsilma,RU,65.441,52.1498,15.44,96,100,4.5,light snow
621,Ambilobe,MG,-13.2,49.05,77.41,81,85,0.96,light rain
622,Halifax,CA,44.6453,-63.5724,43.21,62,75,24.16,broken clouds
623,Saint-Joseph,RE,-21.3667,55.6167,79.47,78,40,6.64,scattered clouds
624,Nuevo Progreso,MX,23.1667,-97.95,73.47,68,100,8.3,overcast clouds
625,Morro Bay,US,35.3658,-120.8499,57.72,77,100,1.99,overcast clouds
626,Lardos,GR,36.0942,28.0157,62.42,76,15,8.61,few clouds
627,Paramonga,PE,-10.6667,-77.8333,72.5,73,9,10.83,clear sky
628,Kodinsk,RU,58.6881,99.1844,-25.01,100,54,2.84,broken clouds
629,Hanstholm,DK,57.1167,8.6167,40.33,74,100,14.43,overcast clouds
630,Paamiut,GL,61.994,-49.6678,14.85,65,17,10.89,few clouds
631,Rio Gallegos,AR,-51.6226,-69.2181,60.85,33,75,10.36,light rain
632,Mosquera,CO,4.7059,-74.2302,66.29,59,20,20.71,few clouds
633,Chama,CH,47.1821,8.4636,40.24,89,100,0.0,overcast clouds
634,Zhuji,CN,29.7188,120.2423,32.88,100,100,1.9,snow
635,Atar,MR,20.5169,-13.0499,81.19,12,9,8.72,clear sky
636,Gazanjyk,TM,39.2446,55.5154,41.54,26,100,14.76,overcast clouds
637,Coos Bay,US,43.3665,-124.2179,39.18,97,75,8.05,broken clouds
638,Marsa Matruh,EG,31.3525,27.2453,65.23,60,0,5.88,clear sky
639,Lubu,CN,23.1742,112.2809,47.05,73,100,4.36,overcast clouds
640,Selizharovo,RU,56.8519,33.4487,14.86,88,60,5.46,broken clouds
641,Puerto Leguizamo,CO,-0.1934,-74.7819,87.01,57,44,5.73,scattered clouds
642,Turayf,SA,31.6725,38.6637,52.05,100,0,4.61,clear sky
643,Palu,ID,-0.8917,119.8707,74.46,95,97,2.62,overcast clouds
644,Moengo,SR,5.6167,-54.4,85.3,60,99,6.24,overcast clouds
645,Haifa,IL,32.8156,34.9892,64.29,81,0,1.14,clear sky
646,Beaufort,MY,5.3473,115.7455,73.4,96,95,2.64,overcast clouds
647,Xique-Xique,BR,-10.8218,-42.7263,78.75,71,100,6.33,overcast clouds
648,Chato,TZ,-2.6378,31.7669,66.33,89,73,4.7,broken clouds
649,Meridian,US,43.6121,-116.3915,42.85,84,100,6.91,moderate rain
650,Lokosovo,RU,61.1333,74.8167,-15.61,97,14,4.63,few clouds
651,Hovd,MN,48.0056,91.6419,-3.26,68,62,4.72,broken clouds
652,Kavaratti,IN,10.5669,72.642,81.39,74,19,3.15,few clouds
653,Puerto Escondido,MX,15.85,-97.0667,85.03,61,40,5.75,scattered clouds
654,Ternate,ID,0.8,127.4,79.68,81,75,3.56,broken clouds
655,Lazaro Cardenas,MX,17.9583,-102.2,88.5,49,20,1.07,few clouds
656,Kamaishi,JP,39.2667,141.8833,36.99,60,22,3.62,few clouds
657,Maues,BR,-3.3836,-57.7186,92.05,48,99,3.09,light rain
658,Port Lincoln,AU,-34.7333,135.8667,59.65,86,0,12.62,clear sky
659,Geilo,NO,60.5333,8.2076,25.7,84,22,4.25,few clouds
660,Kapuskasing,CA,49.4169,-82.4331,19.49,68,40,12.66,scattered clouds
661,Pisco,PE,-13.7,-76.2167,77.05,61,0,9.22,clear sky
662,Najran,SA,17.4924,44.1277,65.05,33,0,2.64,clear sky
663,Marovoay,MG,-16.1,46.6333,79.45,79,53,7.0,broken clouds
664,Portland,US,45.5234,-122.6762,41.2,86,75,12.66,broken clouds
665,Portobelo,PA,9.55,-79.65,87.96,73,22,12.86,light rain
666,Jibuti,DJ,11.5,42.5,72.34,64,0,9.57,clear sky
667,Novopokrovka,UA,49.8425,36.5477,28.51,42,100,15.14,overcast clouds
668,Embu,BR,-23.6489,-46.8522,86.11,69,36,3.02,scattered clouds
669,Cedar City,US,37.6775,-113.0619,45.57,34,0,27.63,clear sky
670,Wuan,CN,31.6836,112.0044,34.54,53,46,4.12,scattered clouds
671,Ordynskoye,RU,54.3656,81.8994,-3.98,90,20,6.78,few clouds
672,Acapulco,MX,16.8634,-99.8901,89.42,55,0,2.3,clear sky
673,Opuwo,NA,-18.0607,13.84,83.25,31,68,11.72,broken clouds
674,Paracuru,BR,-3.41,-39.0306,81.1,62,57,14.32,broken clouds
675,Kirensk,RU,57.7853,108.1119,-9.89,98,100,3.47,overcast clouds
676,Arcata,US,40.8665,-124.0828,46.2,94,75,8.05,broken clouds
677,Ibra,OM,22.6906,58.5334,68.56,37,51,0.85,broken clouds
678,Kasangulu,CD,-4.5911,15.1708,71.71,87,62,0.63,broken clouds
679,Puerto Maldonado,PE,-12.6,-69.1833,86.67,72,62,4.9,moderate rain
680,Raga,SS,8.4596,25.678,83.84,27,98,4.07,overcast clouds
681,Glowno,PL,51.9646,19.7157,33.93,100,100,7.25,overcast clouds
682,Pitimbu,BR,-7.4706,-34.8086,84.79,64,36,12.57,scattered clouds
683,Ngunguru,NZ,-35.6167,174.5,56.52,81,91,8.12,overcast clouds
684,Gamboula,CF,4.1178,15.1393,77.61,57,99,2.15,overcast clouds
685,Bull Savanna,JM,17.8868,-77.5902,83.35,60,7,9.48,clear sky
686,Basoko,CD,1.2391,23.616,72.7,92,85,3.06,light rain
687,Houma,US,29.5958,-90.7195,59.02,60,0,12.66,clear sky
688,Mayumba,GA,-3.432,10.6554,78.42,88,100,5.59,moderate rain
689,Cap Malheureux,MU,-19.9842,57.6142,74.46,71,1,1.99,clear sky
690,Marsaxlokk,MT,35.8419,14.5431,59.07,87,0,4.61,clear sky
691,Uvalde,US,29.3669,-99.767,50.32,52,100,4.61,overcast clouds
692,Constantine,DZ,36.365,6.6147,49.41,76,0,2.3,clear sky
693,Adana,TR,36.985,35.2881,62.62,77,40,3.44,scattered clouds
